handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
DataScience_M13,Minh Pham,149,0,0,0,0,0,0,1
DataScience42,EL_42,150,0,0,0,2,0,0,1
DataScience4,Data Science,151,0,0,0,0,0,0,1
DataScienceGrp,Christian Straight,1874,0,1,0,1,0,0,3
BioDataSci,Biomed Data Science,60,0,0,0,0,0,0,0
DataScience3,Data Science,152,0,0,0,0,0,0,1
qldatascience,QL Data Science,211,0,0,0,0,0,0,3
4DataScience,Data Science,153,0,0,0,0,0,0,1
datascichi,Data Science Chicago,243,0,0,0,10,0,0,1
gs_data_sc,GS Data Science Acco,149,0,0,0,11,0,0,1
applieddatasci,Applied Data Science,41,0,0,0,13,0,0,0
JenDataScience1,Jen DataScience1,130,0,0,0,0,0,0,1
WaterDataScienc,Water Data Science,115,0,0,0,0,0,0,0
DataScienceDojo,Data Science Dojo,191,9,0,0,5,0,0,2
DataScience1791,Claire K Pater,148,0,0,0,10,0,0,1
DataScienceGrid,DataScienceGrid,542,0,0,0,0,0,0,1
Testdatascience,Test datascience,152,0,0,0,12,0,0,0
DataScienceUK,Data-Scientists,53,0,0,0,17,0,0,1
DataScienceNews,Data Science,152,0,0,0,11,0,0,2
DataScienceRetr,Daniel Schulz,149,0,0,0,0,0,0,1
DataScienceAssi,D.K.,149,0,0,0,10,0,0,1
chidatasci,Chicago Data Science,243,0,0,0,5,0,0,1
DataSciHackers,Data Science Hackers,193,0,0,0,1,0,0,2
chicago_data,Data Science Chicago,243,0,0,0,1,0,0,1
datasciencebowl,Data Science Bowl,4,0,0,1,2,0,0,5
DataScienceCH,Data Science CH,125,0,1,1,0,0,0,3
Data_Science13,Samantha Taffner,154,0,0,0,0,0,0,1
NewDataMiner,Data Science,155,0,0,0,10,0,0,1
vigyan4,Data Science ,156,0,0,0,0,0,0,1
data_sci_101,data science,157,1,1,0,2,0,0,1
DataSciDegree,Data Science Degree,19,1,0,0,0,0,0,0
data_sci_chi,Data Science Chicago,243,0,0,0,6,0,0,1
datascience_sri,sri,148,0,0,0,1,0,0,0
datasci_minarai,repo,80,303,0,1,80,25,1,37
luiy,luiy,1662,5678,1,1,818,547,61,825
DataSciCoursera,DataSci Coursera,154,0,0,1,0,0,0,6
DataScientcorp,DataScient Corp,89,1,1,1,21,1,0,0
song_datasci,Song,153,0,0,0,0,0,0,0
datasci_student,a person,156,0,0,0,0,0,0,0
datasci_dev,J.D.,157,0,0,0,0,0,0,1
datasci_001,achtung zuruck,152,0,0,0,10,0,0,1
datasciguy,DataSci Guy,372,0,0,0,24,0,0,1
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
CourseraDataSci,Coursera DataSci,157,0,0,0,0,0,0,2
datasci_utar,datasci.utar,84,0,0,0,11,0,0,1
datasci3,datasci,152,0,0,0,0,0,0,0
neurondatasci,neuron datasci,159,0,0,0,10,0,0,0
datasci_julie,Julie Gauldin,150,0,0,0,6,0,0,1
DataSci1,DataSci,465,1,0,0,2,0,0,0
CdatasciHP,coursera_datasci_HP,150,0,0,0,0,0,0,0
datasci2013,Sri,149,0,0,0,27,0,0,3
molnarm_datasci,Molnár Miklós,151,0,0,0,0,0,0,0
datasci_hw,datasci_hw,156,0,0,0,0,0,0,0
datasci_ar,Andy R,149,0,0,0,0,0,0,0
datasci115,Raj Deep,149,0,0,0,0,0,0,1
DataSci2,DataSci,156,0,0,0,0,0,0,1
datascif,datasci-001-fake1,157,0,0,0,0,0,0,0
_datasci_,datasci,147,0,0,0,3,0,0,0
datasci0,Dirk Nachbar,228,0,0,0,6,0,0,0
Datasci_P,Datasci_developer,112,0,0,0,0,0,0,0
datasci13,datasci13,149,0,0,0,0,0,0,0
dwil_datasci,Duane Wilson,213,0,0,0,0,0,0,1
datasci_assign1,Jeannet,156,0,0,0,0,0,0,0
